County,State,Income,Year
shelby,indiana,40348.0,2016
spencer,indiana,42013.0,2016
starke,indiana,31967.0,2016
steuben,indiana,38033.0,2016
sullivan,indiana,32892.0,2016
switzerland,indiana,29081.0,2016
tippecanoe,indiana,35804.0,2016
tipton,indiana,41777.0,2016
union,indiana,35175.0,2016
vanderburgh,indiana,42024.0,2016
vermillion,indiana,36743.0,2016
vigo,indiana,35457.0,2016
wabash,indiana,40737.0,2016
warren,indiana,41856.0,2016
warrick,indiana,49836.0,2016
washington,indiana,35051.0,2016
wayne,indiana,37624.0,2016
wells,indiana,39264.0,2016
white,indiana,40640.0,2016
whitley,indiana,40731.0,2016
adair,iowa,44765.0,2016
adams,iowa,60450.0,2016
allamakee,iowa,41262.0,2016
appanoose,iowa,36236.0,2016
audubon,iowa,49397.0,2016
benton,iowa,48239.0,2016
black hawk,iowa,40837.0,2016
boone,iowa,44926.0,2016
bremer,iowa,44514.0,2016
buchanan,iowa,43607.0,2016
buena vista,iowa,43740.0,2016
butler,iowa,44540.0,2016
calhoun,iowa,45833.0,2016
carroll,iowa,48514.0,2016
cass,iowa,44134.0,2016
cedar,iowa,46851.0,2016
cerro gordo,iowa,53035.0,2016
cherokee,iowa,56784.0,2016
chickasaw,iowa,50537.0,2016
clarke,iowa,36869.0,2016
clay,iowa,45719.0,2016
clayton,iowa,47348.0,2016
clinton,iowa,41427.0,2016
crawford,iowa,39296.0,2016
dallas,iowa,61159.0,2016
davis,iowa,33812.0,2016
decatur,iowa,33196.0,2016
delaware,iowa,43681.0,2016
des moines,iowa,48092.0,2016
dickinson,iowa,53622.0,2016
dubuque,iowa,45068.0,2016
emmet,iowa,40194.0,2016
fayette,iowa,39709.0,2016
floyd,iowa,41741.0,2016
franklin,iowa,47179.0,2016
fremont,iowa,46672.0,2016
greene,iowa,47085.0,2016
grundy,iowa,49241.0,2016
guthrie,iowa,49429.0,2016
hamilton,iowa,46489.0,2016
hancock,iowa,48142.0,2016
hardin,iowa,46036.0,2016
harrison,iowa,43675.0,2016
henry,iowa,38163.0,2016
howard,iowa,42915.0,2016
humboldt,iowa,46876.0,2016
ida,iowa,48293.0,2016
iowa,iowa,50821.0,2016
jackson,iowa,41966.0,2016
jasper,iowa,39426.0,2016
jefferson,iowa,39956.0,2016
johnson,iowa,47456.0,2016
jones,iowa,41144.0,2016
keokuk,iowa,42917.0,2016
kossuth,iowa,49180.0,2016
lee,iowa,39714.0,2016
linn,iowa,49002.0,2016
louisa,iowa,37500.0,2016
lucas,iowa,40378.0,2016
lyon,iowa,55312.0,2016
madison,iowa,44354.0,2016
mahaska,iowa,38917.0,2016
marion,iowa,43485.0,2016
marshall,iowa,41614.0,2016
mills,iowa,50325.0,2016
mitchell,iowa,47400.0,2016
monona,iowa,46419.0,2016
monroe,iowa,38114.0,2016
montgomery,iowa,40126.0,2016
muscatine,iowa,43426.0,2016
o'brien,iowa,56118.0,2016
osceola,iowa,54180.0,2016
page,iowa,40835.0,2016
palo alto,iowa,50089.0,2016
plymouth,iowa,55179.0,2016
pocahontas,iowa,50549.0,2016
polk,iowa,49577.0,2016
pottawattamie,iowa,42098.0,2016
poweshiek,iowa,43876.0,2016
ringgold,iowa,42217.0,2016
sac,iowa,47368.0,2016
scott,iowa,49023.0,2016
shelby,iowa,50667.0,2016
sioux,iowa,46732.0,2016
story,iowa,38469.0,2016
tama,iowa,44097.0,2016
taylor,iowa,40341.0,2016
union,iowa,37710.0,2016
van buren,iowa,38627.0,2016
wapello,iowa,37281.0,2016
warren,iowa,45632.0,2016
washington,iowa,48347.0,2016
wayne,iowa,39013.0,2016
webster,iowa,43226.0,2016
winnebago,iowa,37939.0,2016
winneshiek,iowa,44138.0,2016
woodbury,iowa,41758.0,2016
worth,iowa,44998.0,2016
wright,iowa,46356.0,2016
allen,kansas,37691.0,2016
anderson,kansas,41464.0,2016
atchison,kansas,35639.0,2016
barber,kansas,39920.0,2016
barton,kansas,48338.0,2016
bourbon,kansas,39174.0,2016
brown,kansas,43384.0,2016
butler,kansas,42413.0,2016
chase,kansas,43525.0,2016
chautauqua,kansas,41781.0,2016
cherokee,kansas,35421.0,2016
cheyenne,kansas,41583.0,2016
clark,kansas,53215.0,2016
clay,kansas,48449.0,2016
cloud,kansas,36640.0,2016
coffey,kansas,49565.0,2016
comanche,kansas,37577.0,2016
cowley,kansas,36240.0,2016
crawford,kansas,34508.0,2016
decatur,kansas,45972.0,2016
dickinson,kansas,45185.0,2016
doniphan,kansas,36355.0,2016
douglas,kansas,39440.0,2016
edwards,kansas,52591.0,2016
elk,kansas,45349.0,2016
ellis,kansas,43786.0,2016
ellsworth,kansas,36268.0,2016
finney,kansas,40821.0,2016
ford,kansas,36111.0,2016
franklin,kansas,38371.0,2016
geary,kansas,43025.0,2016
gove,kansas,53954.0,2016
graham,kansas,44186.0,2016
grant,kansas,47891.0,2016
gray,kansas,72762.0,2016
greeley,kansas,46969.0,2016
greenwood,kansas,40956.0,2016
hamilton,kansas,55099.0,2016
harper,kansas,45048.0,2016
harvey,kansas,38364.0,2016
haskell,kansas,63496.0,2016
hodgeman,kansas,45443.0,2016
jackson,kansas,39464.0,2016
jefferson,kansas,41432.0,2016
jewell,kansas,46983.0,2016
johnson,kansas,66063.0,2016
kearny,kansas,52306.0,2016
kingman,kansas,41795.0,2016
kiowa,kansas,39064.0,2016
labette,kansas,41233.0,2016
lane,kansas,76238.0,2016
leavenworth,kansas,40194.0,2016
lincoln,kansas,39976.0,2016
linn,kansas,33534.0,2016
logan,kansas,45629.0,2016
lyon,kansas,34653.0,2016
mcpherson,kansas,48563.0,2016
marion,kansas,39959.0,2016
marshall,kansas,46819.0,2016
meade,kansas,61880.0,2016
miami,kansas,44202.0,2016
mitchell,kansas,53007.0,2016
montgomery,kansas,36770.0,2016
morris,kansas,45171.0,2016
morton,kansas,42802.0,2016
nemaha,kansas,52882.0,2016
neosho,kansas,32715.0,2016
ness,kansas,50894.0,2016
norton,kansas,40460.0,2016
osage,kansas,39372.0,2016
osborne,kansas,41519.0,2016
ottawa,kansas,39886.0,2016
pawnee,kansas,40001.0,2016
phillips,kansas,45511.0,2016
pottawatomie,kansas,48860.0,2016
pratt,kansas,45604.0,2016
rawlins,kansas,45614.0,2016
reno,kansas,38345.0,2016
republic,kansas,49012.0,2016
rice,kansas,40675.0,2016
riley,kansas,39592.0,2016
rooks,kansas,39524.0,2016
rush,kansas,42088.0,2016
russell,kansas,41142.0,2016
saline,kansas,44732.0,2016
scott,kansas,62849.0,2016
sedgwick,kansas,49213.0,2016
seward,kansas,33310.0,2016
shawnee,kansas,44504.0,2016
sheridan,kansas,52887.0,2016
sherman,kansas,36876.0,2016
smith,kansas,44166.0,2016
stafford,kansas,49489.0,2016
stanton,kansas,55331.0,2016
stevens,kansas,38816.0,2016
sumner,kansas,37084.0,2016
thomas,kansas,40139.0,2016
trego,kansas,41476.0,2016
wabaunsee,kansas,48849.0,2016
wallace,kansas,46635.0,2016
washington,kansas,44950.0,2016
wichita,kansas,75038.0,2016
wilson,kansas,41063.0,2016
woodson,kansas,34049.0,2016
wyandotte,kansas,30508.0,2016
adair,kentucky,25994.0,2016
allen,kentucky,29902.0,2016
anderson,kentucky,36774.0,2016
ballard,kentucky,35378.0,2016
barren,kentucky,34987.0,2016
bath,kentucky,28154.0,2016
bell,kentucky,28923.0,2016
boone,kentucky,43507.0,2016
bourbon,kentucky,38049.0,2016
boyd,kentucky,36096.0,2016
boyle,kentucky,34967.0,2016
bracken,kentucky,33301.0,2016
breathitt,kentucky,29488.0,2016
breckinridge,kentucky,32269.0,2016
bullitt,kentucky,37848.0,2016
butler,kentucky,31967.0,2016
caldwell,kentucky,34629.0,2016
calloway,kentucky,33745.0,2016
campbell,kentucky,44008.0,2016
carlisle,kentucky,39708.0,2016
carroll,kentucky,38716.0,2016
carter,kentucky,29984.0,2016
casey,kentucky,27783.0,2016
christian,kentucky,36146.0,2016
clark,kentucky,37240.0,2016
clay,kentucky,26832.0,2016
clinton,kentucky,27750.0,2016
crittenden,kentucky,35116.0,2016
cumberland,kentucky,31197.0,2016
daviess,kentucky,39641.0,2016
edmonson,kentucky,29784.0,2016
elliott,kentucky,21737.0,2016
estill,kentucky,30264.0,2016
fayette,kentucky,45025.0,2016
fleming,kentucky,29076.0,2016
floyd,kentucky,32994.0,2016
franklin,kentucky,39631.0,2016
fulton,kentucky,31501.0,2016
gallatin,kentucky,29515.0,2016
garrard,kentucky,29897.0,2016
grant,kentucky,32808.0,2016
graves,kentucky,34476.0,2016
grayson,kentucky,31540.0,2016
green,kentucky,33115.0,2016
greenup,kentucky,37193.0,2016
hancock,kentucky,34727.0,2016
hardin,kentucky,40262.0,2016
harlan,kentucky,27773.0,2016
harrison,kentucky,33979.0,2016
hart,kentucky,32262.0,2016
henderson,kentucky,36794.0,2016
henry,kentucky,35438.0,2016
hickman,kentucky,36747.0,2016
hopkins,kentucky,36460.0,2016
jackson,kentucky,25395.0,2016
jefferson,kentucky,47361.0,2016
jessamine,kentucky,39551.0,2016
johnson,kentucky,31741.0,2016
kenton,kentucky,51115.0,2016
knott,kentucky,28035.0,2016
knox,kentucky,26734.0,2016
larue,kentucky,33595.0,2016
laurel,kentucky,32730.0,2016
lawrence,kentucky,28723.0,2016
lee,kentucky,29449.0,2016
leslie,kentucky,29820.0,2016
letcher,kentucky,29724.0,2016
lewis,kentucky,28410.0,2016
lincoln,kentucky,29104.0,2016
livingston,kentucky,34443.0,2016
logan,kentucky,35003.0,2016
lyon,kentucky,31560.0,2016
mccracken,kentucky,45927.0,2016
mccreary,kentucky,23320.0,2016
mclean,kentucky,36565.0,2016
madison,kentucky,33139.0,2016
magoffin,kentucky,24379.0,2016
marion,kentucky,34471.0,2016
marshall,kentucky,38069.0,2016
martin,kentucky,27618.0,2016
mason,kentucky,37287.0,2016
meade,kentucky,36732.0,2016
menifee,kentucky,28753.0,2016
mercer,kentucky,34576.0,2016
metcalfe,kentucky,28884.0,2016
monroe,kentucky,31833.0,2016
montgomery,kentucky,32866.0,2016
morgan,kentucky,24466.0,2016
muhlenberg,kentucky,30656.0,2016
nelson,kentucky,38381.0,2016
nicholas,kentucky,31326.0,2016
ohio,kentucky,31588.0,2016
oldham,kentucky,56222.0,2016
owen,kentucky,34892.0,2016
owsley,kentucky,27802.0,2016
pendleton,kentucky,34406.0,2016
perry,kentucky,34532.0,2016
pike,kentucky,33078.0,2016
powell,kentucky,30451.0,2016
pulaski,kentucky,35884.0,2016
robertson,kentucky,29580.0,2016
rockcastle,kentucky,28868.0,2016
rowan,kentucky,28775.0,2016
russell,kentucky,30672.0,2016
scott,kentucky,38845.0,2016
shelby,kentucky,41091.0,2016
simpson,kentucky,34342.0,2016
spencer,kentucky,40991.0,2016
taylor,kentucky,33504.0,2016
todd,kentucky,35454.0,2016
trigg,kentucky,34632.0,2016
trimble,kentucky,33667.0,2016
union,kentucky,34043.0,2016
warren,kentucky,36505.0,2016
washington,kentucky,36377.0,2016
wayne,kentucky,27483.0,2016
webster,kentucky,36328.0,2016
whitley,kentucky,32821.0,2016
wolfe,kentucky,26404.0,2016
woodford,kentucky,43450.0,2016
acadia parish,louisiana,33793.0,2016
allen parish,louisiana,30411.0,2016
ascension parish,louisiana,46141.0,2016
assumption parish,louisiana,37880.0,2016
avoyelles parish,louisiana,33508.0,2016
beauregard parish,louisiana,39950.0,2016
bienville parish,louisiana,32966.0,2016
bossier parish,louisiana,42360.0,2016
caddo parish,louisiana,47987.0,2016
calcasieu parish,louisiana,44743.0,2016
caldwell parish,louisiana,35155.0,2016
cameron parish,louisiana,44621.0,2016
catahoula parish,louisiana,29888.0,2016
claiborne parish,louisiana,34646.0,2016
concordia parish,louisiana,31200.0,2016
de soto parish,louisiana,37772.0,2016
east baton rouge parish,louisiana,45248.0,2016
east carroll parish,louisiana,32783.0,2016
east feliciana parish,louisiana,37313.0,2016
evangeline parish,louisiana,35027.0,2016
franklin parish,louisiana,31253.0,2016
grant parish,louisiana,31045.0,2016
iberia parish,louisiana,34648.0,2016
iberville parish,louisiana,36706.0,2016
jackson parish,louisiana,33586.0,2016
jefferson parish,louisiana,47591.0,2016
jefferson davis parish,louisiana,39358.0,2016
lafayette parish,louisiana,44347.0,2016
lafourche parish,louisiana,43752.0,2016
la salle parish,louisiana,33593.0,2016
lincoln parish,louisiana,36585.0,2016
livingston parish,louisiana,38031.0,2016
madison parish,louisiana,29396.0,2016
morehouse parish,louisiana,36114.0,2016
natchitoches parish,louisiana,35543.0,2016
orleans parish,louisiana,47013.0,2016
ouachita parish,louisiana,38217.0,2016
plaquemines parish,louisiana,46657.0,2016
pointe coupee parish,louisiana,41183.0,2016
rapides parish,louisiana,43089.0,2016
red river parish,louisiana,34700.0,2016
richland parish,louisiana,36082.0,2016
sabine parish,louisiana,32313.0,2016
st. bernard parish,louisiana,30179.0,2016
st. charles parish,louisiana,45883.0,2016
st. helena parish,louisiana,38564.0,2016
st. james parish,louisiana,43494.0,2016
st. john the baptist parish,louisiana,38115.0,2016
st. landry parish,louisiana,36781.0,2016
st. martin parish,louisiana,35335.0,2016
st. mary parish,louisiana,36748.0,2016
st. tammany parish,louisiana,52109.0,2016
tangipahoa parish,louisiana,35833.0,2016
tensas parish,louisiana,34933.0,2016
terrebonne parish,louisiana,40834.0,2016
union parish,louisiana,35802.0,2016
vermilion parish,louisiana,36235.0,2016
vernon parish,louisiana,38929.0,2016
washington parish,louisiana,31578.0,2016
webster parish,louisiana,36678.0,2016
west baton rouge parish,louisiana,44125.0,2016
west carroll parish,louisiana,29650.0,2016
west feliciana parish,louisiana,33275.0,2016
winn parish,louisiana,33606.0,2016
androscoggin,maine,38091.0,2016
aroostook,maine,37643.0,2016
cumberland,maine,54309.0,2016
franklin,maine,34937.0,2016
hancock,maine,46959.0,2016
kennebec,maine,42194.0,2016
knox,maine,46275.0,2016
lincoln,maine,46231.0,2016
oxford,maine,35633.0,2016
penobscot,maine,37876.0,2016
piscataquis,maine,35426.0,2016
sagadahoc,maine,46406.0,2016
somerset,maine,36830.0,2016
waldo,maine,37334.0,2016
washington,maine,38895.0,2016
york,maine,46687.0,2016
allegany,maryland,38372.0,2016
anne arundel,maryland,62404.0,2016
baltimore,maryland,56273.0,2016
calvert,maryland,57688.0,2016
caroline,maryland,43187.0,2016
carroll,maryland,57687.0,2016
cecil,maryland,44165.0,2016
charles,maryland,53593.0,2016
dorchester,maryland,42404.0,2016
frederick,maryland,56072.0,2016
garrett,maryland,41539.0,2016
harford,maryland,54232.0,2016
howard,maryland,71869.0,2016
kent,maryland,54641.0,2016
montgomery,maryland,80967.0,2016
prince george's,maryland,46168.0,2016
queen anne's,maryland,57948.0,2016
st. mary's,maryland,53166.0,2016
somerset,maryland,29551.0,2016
talbot,maryland,66971.0,2016
washington,maryland,43470.0,2016
wicomico,maryland,39722.0,2016
worcester,maryland,56747.0,2016
baltimore city,maryland,47040.0,2016
barnstable,massachusetts,65770.0,2016
berkshire,massachusetts,52288.0,2016
bristol,massachusetts,49019.0,2016
dukes,massachusetts,81932.0,2016
essex,massachusetts,61442.0,2016
franklin,massachusetts,50037.0,2016
hampden,massachusetts,47370.0,2016
hampshire,massachusetts,47440.0,2016
middlesex,massachusetts,75869.0,2016
nantucket,massachusetts,108443.0,2016
norfolk,massachusetts,81948.0,2016
plymouth,massachusetts,60691.0,2016
suffolk,massachusetts,68598.0,2016
worcester,massachusetts,52320.0,2016
alcona,michigan,35639.0,2016
alger,michigan,30483.0,2016
allegan,michigan,40389.0,2016
alpena,michigan,38043.0,2016
antrim,michigan,40985.0,2016
arenac,michigan,35647.0,2016
baraga,michigan,31150.0,2016
barry,michigan,40469.0,2016
bay,michigan,39404.0,2016
benzie,michigan,38599.0,2016
berrien,michigan,44007.0,2016
branch,michigan,33259.0,2016
calhoun,michigan,38086.0,2016
cass,michigan,40294.0,2016
charlevoix,michigan,48503.0,2016
cheboygan,michigan,35600.0,2016
chippewa,michigan,32858.0,2016
clare,michigan,32204.0,2016
clinton,michigan,42177.0,2016
crawford,michigan,31120.0,2016
delta,michigan,37306.0,2016
dickinson,michigan,43948.0,2016
eaton,michigan,39777.0,2016
emmet,michigan,50256.0,2016
genesee,michigan,37675.0,2016
gladwin,michigan,33807.0,2016
gogebic,michigan,36887.0,2016
grand traverse,michigan,44834.0,2016
gratiot,michigan,34641.0,2016
hillsdale,michigan,33927.0,2016
houghton,michigan,33957.0,2016
huron,michigan,43865.0,2016
ingham,michigan,37952.0,2016
ionia,michigan,31467.0,2016
iosco,michigan,34645.0,2016
iron,michigan,40312.0,2016
isabella,michigan,32728.0,2016
jackson,michigan,38331.0,2016
kalamazoo,michigan,44729.0,2016
kalkaska,michigan,32456.0,2016
kent,michigan,49599.0,2016
keweenaw,michigan,40622.0,2016
lake,michigan,30452.0,2016
lapeer,michigan,39449.0,2016
leelanau,michigan,59943.0,2016
lenawee,michigan,36918.0,2016
livingston,michigan,51722.0,2016
luce,michigan,29579.0,2016
mackinac,michigan,40589.0,2016
macomb,michigan,43328.0,2016
manistee,michigan,37326.0,2016
marquette,michigan,38387.0,2016
mason,michigan,38074.0,2016
mecosta,michigan,30441.0,2016
menominee,michigan,38931.0,2016
midland,michigan,41310.0,2016
missaukee,michigan,31896.0,2016
monroe,michigan,43263.0,2016
montcalm,michigan,31981.0,2016
montmorency,michigan,35274.0,2016
muskegon,michigan,35641.0,2016
newaygo,michigan,34466.0,2016
oakland,michigan,65759.0,2016
oceana,michigan,34771.0,2016
ogemaw,michigan,31566.0,2016
ontonagon,michigan,35033.0,2016
osceola,michigan,32901.0,2016
oscoda,michigan,33076.0,2016
otsego,michigan,35792.0,2016
ottawa,michigan,44035.0,2016
presque isle,michigan,35637.0,2016
roscommon,michigan,34542.0,2016
saginaw,michigan,36630.0,2016
st. clair,michigan,40437.0,2016
st. joseph,michigan,35452.0,2016
sanilac,michigan,35711.0,2016
schoolcraft,michigan,36652.0,2016
shiawassee,michigan,36663.0,2016
tuscola,michigan,35075.0,2016
van buren,michigan,38752.0,2016
washtenaw,michigan,52814.0,2016
wayne,michigan,40110.0,2016
wexford,michigan,33435.0,2016
aitkin,minnesota,37251.0,2016
anoka,minnesota,46901.0,2016
becker,minnesota,43415.0,2016
beltrami,minnesota,37236.0,2016
benton,minnesota,39437.0,2016
big stone,minnesota,50210.0,2016
blue earth,minnesota,41663.0,2016
brown,minnesota,48584.0,2016
carlton,minnesota,38403.0,2016
carver,minnesota,64473.0,2016
cass,minnesota,42977.0,2016
chippewa,minnesota,46626.0,2016
chisago,minnesota,43934.0,2016
clay,minnesota,41173.0,2016
clearwater,minnesota,39213.0,2016
cook,minnesota,46609.0,2016
cottonwood,minnesota,43205.0,2016
crow wing,minnesota,41887.0,2016
dakota,minnesota,54975.0,2016
dodge,minnesota,42775.0,2016
douglas,minnesota,48315.0,2016
faribault,minnesota,38421.0,2016
fillmore,minnesota,42246.0,2016
freeborn,minnesota,40045.0,2016
goodhue,minnesota,48888.0,2016
grant,minnesota,47079.0,2016
hennepin,minnesota,67427.0,2016
houston,minnesota,47315.0,2016
hubbard,minnesota,38935.0,2016
isanti,minnesota,39909.0,2016
itasca,minnesota,38125.0,2016
jackson,minnesota,49859.0,2016
kanabec,minnesota,39122.0,2016
kandiyohi,minnesota,51006.0,2016
kittson,minnesota,57735.0,2016
koochiching,minnesota,37209.0,2016
lac qui parle,minnesota,54426.0,2016
lake,minnesota,43168.0,2016
lake of the woods,minnesota,44756.0,2016
le sueur,minnesota,44382.0,2016
lincoln,minnesota,46011.0,2016
lyon,minnesota,44580.0,2016
mcleod,minnesota,43559.0,2016
mahnomen,minnesota,35129.0,2016
marshall,minnesota,48686.0,2016
martin,minnesota,47255.0,2016
meeker,minnesota,41449.0,2016
mille lacs,minnesota,38091.0,2016
morrison,minnesota,38149.0,2016
mower,minnesota,44274.0,2016
murray,minnesota,53013.0,2016
nicollet,minnesota,45777.0,2016
nobles,minnesota,42329.0,2016
norman,minnesota,43065.0,2016
olmsted,minnesota,52571.0,2016
otter tail,minnesota,43545.0,2016
pennington,minnesota,48997.0,2016
pine,minnesota,34379.0,2016
pipestone,minnesota,50828.0,2016
polk,minnesota,45345.0,2016
pope,minnesota,46981.0,2016
ramsey,minnesota,49785.0,2016
red lake,minnesota,44633.0,2016
redwood,minnesota,51227.0,2016
renville,minnesota,50529.0,2016
rice,minnesota,40167.0,2016
rock,minnesota,46901.0,2016
roseau,minnesota,44447.0,2016
st. louis,minnesota,43126.0,2016
scott,minnesota,53325.0,2016
sherburne,minnesota,43067.0,2016
sibley,minnesota,43192.0,2016
stearns,minnesota,42572.0,2016
steele,minnesota,43470.0,2016
stevens,minnesota,48530.0,2016
swift,minnesota,48008.0,2016
todd,minnesota,36270.0,2016
traverse,minnesota,53319.0,2016
wabasha,minnesota,44534.0,2016
wadena,minnesota,36429.0,2016
waseca,minnesota,43306.0,2016
washington,minnesota,59749.0,2016
watonwan,minnesota,40331.0,2016
wilkin,minnesota,53057.0,2016
winona,minnesota,44354.0,2016
wright,minnesota,45245.0,2016
yellow medicine,minnesota,53519.0,2016
adams,mississippi,33732.0,2016
alcorn,mississippi,31240.0,2016
amite,mississippi,30347.0,2016
attala,mississippi,30347.0,2016
benton,mississippi,28215.0,2016
bolivar,mississippi,36261.0,2016
calhoun,mississippi,30782.0,2016
carroll,mississippi,33457.0,2016
chickasaw,mississippi,33252.0,2016
choctaw,mississippi,30430.0,2016
claiborne,mississippi,30058.0,2016
clarke,mississippi,36107.0,2016
clay,mississippi,34194.0,2016
coahoma,mississippi,32905.0,2016
copiah,mississippi,31914.0,2016
covington,mississippi,30788.0,2016
desoto,mississippi,37930.0,2016
forrest,mississippi,35451.0,2016
franklin,mississippi,31623.0,2016
george,mississippi,31425.0,2016
greene,mississippi,24418.0,2016
grenada,mississippi,37230.0,2016
hancock,mississippi,32487.0,2016
harrison,mississippi,35082.0,2016
hinds,mississippi,38801.0,2016
holmes,mississippi,28554.0,2016
humphreys,mississippi,31669.0,2016
issaquena,mississippi,22883.0,2016
itawamba,mississippi,31565.0,2016
jackson,mississippi,35358.0,2016
jasper,mississippi,33774.0,2016
jefferson,mississippi,31772.0,2016
jefferson davis,mississippi,30498.0,2016
jones,mississippi,36035.0,2016
kemper,mississippi,27871.0,2016
lafayette,mississippi,37825.0,2016
lamar,mississippi,36639.0,2016
lauderdale,mississippi,36180.0,2016
lawrence,mississippi,31403.0,2016
leake,mississippi,27118.0,2016
lee,mississippi,37821.0,2016
leflore,mississippi,33273.0,2016
lincoln,mississippi,36207.0,2016
lowndes,mississippi,37446.0,2016
madison,mississippi,57932.0,2016
marion,mississippi,30541.0,2016
marshall,mississippi,30861.0,2016
monroe,mississippi,33437.0,2016
montgomery,mississippi,34078.0,2016
neshoba,mississippi,34205.0,2016
newton,mississippi,31742.0,2016
noxubee,mississippi,31918.0,2016
oktibbeha,mississippi,31408.0,2016
panola,mississippi,30973.0,2016
pearl river,mississippi,33964.0,2016
perry,mississippi,28397.0,2016
pike,mississippi,30169.0,2016
pontotoc,mississippi,30762.0,2016
prentiss,mississippi,29515.0,2016
quitman,mississippi,28993.0,2016
rankin,mississippi,42934.0,2016
scott,mississippi,29439.0,2016
sharkey,mississippi,31404.0,2016
simpson,mississippi,34108.0,2016
smith,mississippi,31667.0,2016
stone,mississippi,30195.0,2016
sunflower,mississippi,29181.0,2016
tallahatchie,mississippi,28869.0,2016
tate,mississippi,33296.0,2016
tippah,mississippi,30914.0,2016
tishomingo,mississippi,29635.0,2016
tunica,mississippi,33387.0,2016
union,mississippi,31953.0,2016
walthall,mississippi,27510.0,2016
warren,mississippi,37738.0,2016
washington,mississippi,34431.0,2016
wayne,mississippi,32000.0,2016
webster,mississippi,33393.0,2016
wilkinson,mississippi,27520.0,2016
winston,mississippi,31985.0,2016
yalobusha,mississippi,30850.0,2016
yazoo,mississippi,28566.0,2016
adair,missouri,30177.0,2016
andrew,missouri,41016.0,2016
atchison,missouri,46866.0,2016
audrain,missouri,36314.0,2016
barry,missouri,32158.0,2016
barton,missouri,32926.0,2016
bates,missouri,32857.0,2016
benton,missouri,32964.0,2016
bollinger,missouri,30458.0,2016
boone,missouri,43292.0,2016
buchanan,missouri,36942.0,2016
butler,missouri,34428.0,2016
caldwell,missouri,33726.0,2016
callaway,missouri,35473.0,2016
camden,missouri,35483.0,2016
cape girardeau,missouri,41245.0,2016
carroll,missouri,47965.0,2016
carter,missouri,30908.0,2016
cass,missouri,42122.0,2016
cedar,missouri,30893.0,2016
chariton,missouri,42163.0,2016
christian,missouri,36284.0,2016
clark,missouri,33929.0,2016
clay,missouri,44446.0,2016
clinton,missouri,39234.0,2016
cole,missouri,43620.0,2016
cooper,missouri,34987.0,2016
crawford,missouri,34810.0,2016
dade,missouri,31117.0,2016
dallas,missouri,29949.0,2016
daviess,missouri,35301.0,2016
dekalb,missouri,25390.0,2016
dent,missouri,31556.0,2016
douglas,missouri,23973.0,2016
dunklin,missouri,32078.0,2016
franklin,missouri,40165.0,2016
gasconade,missouri,37301.0,2016
gentry,missouri,38172.0,2016
greene,missouri,40019.0,2016
grundy,missouri,33637.0,2016
harrison,missouri,35345.0,2016
henry,missouri,39462.0,2016
hickory,missouri,26748.0,2016
holt,missouri,47314.0,2016
howard,missouri,36623.0,2016
howell,missouri,31423.0,2016
iron,missouri,31847.0,2016
jackson,missouri,42621.0,2016
jasper,missouri,36598.0,2016
jefferson,missouri,38254.0,2016
johnson,missouri,33236.0,2016
knox,missouri,35941.0,2016
laclede,missouri,32640.0,2016
lafayette,missouri,38648.0,2016
lawrence,missouri,30906.0,2016
lewis,missouri,31787.0,2016
lincoln,missouri,36296.0,2016
linn,missouri,38421.0,2016
livingston,missouri,34621.0,2016
mcdonald,missouri,26285.0,2016
macon,missouri,37678.0,2016
madison,missouri,33325.0,2016
maries,missouri,33675.0,2016
marion,missouri,37236.0,2016
mercer,missouri,29994.0,2016
miller,missouri,30794.0,2016
mississippi,missouri,30949.0,2016
moniteau,missouri,32803.0,2016
monroe,missouri,38145.0,2016
montgomery,missouri,35027.0,2016
